ticker,cik,name,cohort,year1,year2,filing_date,trade_start_date,nominal_1m,nominal_3m,nominal_6m,nominal_12m,excess_kre_1m,excess_kre_3m,excess_kre_6m,excess_kre_12m,note
UMBF,0000101382,UMB Financial Corp,regional_midcap,2021,2022,2023-02-23,2023-02-24,-0.3472,-0.3464,-0.3005,-0.0958,-0.065,0.0029,-0.0205,0.0985,
UMBF,0000101382,UMB Financial Corp,regional_midcap,2022,2023,2024-02-22,2024-02-23,0.0146,0.0222,0.3012,0.3707,-0.0075,-0.0034,0.0754,0.0542,
FHB,0000036377,First Hawaiian Inc,regional_midcap,2019,2020,2021-02-25,2021-02-26,-0.0272,0.0231,0.0045,0.0835,-0.049,-0.0829,-0.0168,-0.0901,
FHB,0000036377,First Hawaiian Inc,regional_midcap,2020,2021,2022-02-25,2022-02-26,0.0093,-0.1029,-0.0919,-0.0195,0.0296,0.0272,0.049,0.1367,
FHB,0000036377,First Hawaiian Inc,regional_midcap,2021,2022,2023-02-24,2023-02-25,-0.2226,-0.3747,-0.2867,-0.1958,0.0601,-0.0336,-0.0173,0.0069,
FHB,0000036377,First Hawaiian Inc,regional_midcap,2022,2023,2024-02-28,2024-02-29,0.0262,-0.0209,0.1892,0.2968,-0.0058,-0.0295,-0.0227,0.0333,
BOH,0000046195,Bank of Hawaii Corp,regional_midcap,2019,2020,2021-03-01,2021-03-02,0.0051,0.0156,-0.051,-0.0385,-0.0066,-0.0721,-0.0521,-0.1268,
BOH,0000046195,Bank of Hawaii Corp,regional_midcap,2020,2021,2022-03-01,2022-03-02,-0.0205,-0.0792,-0.073,-0.0966,0.0356,0.0517,0.0643,0.0603,
BOH,0000046195,Bank of Hawaii Corp,regional_midcap,2021,2022,2023-03-02,2023-03-03,-0.3173,-0.4084,-0.2383,-0.105,-0.0421,-0.1133,-0.0073,0.046,
BOH,0000046195,Bank of Hawaii Corp,regional_midcap,2022,2023,2024-02-29,2024-03-01,-0.0045,-0.028,0.129,0.2162,-0.0288,-0.0623,-0.1056,-0.0542,
CATY,0000861842,Cathay General Bancorp,regional_midcap,2019,2020,2021-03-01,2021-03-02,0.0491,0.095,0.0316,0.2028,0.0375,0.0073,0.0304,0.1145,
CATY,0000861842,Cathay General Bancorp,regional_midcap,2020,2021,2022-03-01,2022-03-02,-0.0517,-0.1208,-0.0964,-0.0636,0.0044,0.0101,0.0408,0.0932,
CATY,0000861842,Cathay General Bancorp,regional_midcap,2021,2022,2023-02-28,2023-03-01,-0.2054,-0.31,-0.1579,-0.0588,0.0789,0.0478,0.1044,0.1358,
CATY,0000861842,Cathay General Bancorp,regional_midcap,2022,2023,2024-02-29,2024-03-01,-0.0544,-0.0412,0.1538,0.1866,-0.0787,-0.0755,-0.0809,-0.0838,
FULT,0000700564,Fulton Financial Corp,regional_midcap,2019,2020,2021-03-01,2021-03-02,0.075,0.0977,0.005,0.1322,0.0634,0.01,0.0038,0.0439,
FULT,0000700564,Fulton Financial Corp,regional_midcap,2020,2021,2022-02-28,2022-03-01,-0.0207,-0.0805,-0.0388,0.0151,-0.0251,-0.0001,0.0532,0.1452,
FULT,0000700564,Fulton Financial Corp,regional_midcap,2021,2022,2023-03-01,2023-03-02,-0.1757,-0.3093,-0.1945,-0.0351,0.0827,0.0184,0.045,0.1388,
FULT,0000700564,Fulton Financial Corp,regional_midcap,2022,2023,2024-03-01,2024-03-02,-0.0106,0.0626,0.2573,0.231,-0.033,0.0462,0.0382,-0.0191,
GBCI,0000868671,Glacier Bancorp,regional_midcap,2019,2020,2021-03-01,2021-03-02,0.0233,0.0562,-0.0396,-0.0285,0.0117,-0.0315,-0.0408,-0.1168,
GBCI,0000868671,Glacier Bancorp,regional_midcap,2020,2021,2022-02-23,2022-02-24,0.0011,-0.0994,0.0133,-0.0692,-0.0207,0.0188,0.0721,0.0361,
GBCI,0000868671,Glacier Bancorp,regional_midcap,2021,2022,2023-02-24,2023-02-25,-0.1006,-0.3687,-0.3391,-0.2098,0.1821,-0.0276,-0.0698,-0.0071,
GBCI,0000868671,Glacier Bancorp,regional_midcap,2022,2023,2024-02-23,2024-02-24,0.0548,0.0534,0.3128,0.3856,0.0294,0.0135,0.0845,0.0547,
UBSI,0000729986,United Bankshares,regional_midcap,2019,2020,2021-03-01,2021-03-02,0.0209,0.1038,-0.0348,-0.0543,0.0093,0.0161,-0.0359,-0.1426,
UBSI,0000729986,United Bankshares,regional_midcap,2020,2021,2022-03-01,2022-03-02,-0.0163,0.0458,0.0567,0.1621,0.0399,0.1767,0.194,0.319,
UBSI,0000729986,United Bankshares,regional_midcap,2021,2022,2023-03-01,2023-03-02,-0.1028,-0.2338,-0.2251,-0.107,0.1556,0.0939,0.0144,0.0669,
UBSI,0000729986,United Bankshares,regional_midcap,2022,2023,2024-02-29,2024-03-01,0.0154,-0.0408,0.163,0.0776,-0.0089,-0.075,-0.0717,-0.1928,
IBTX,0001564618,Independent Bank Group,regional_midcap,2019,2020,2021-03-01,2021-03-02,,,,,,,,,price series does not cover the trade window (delisted or reassigned ticker)
IBTX,0001564618,Independent Bank Group,regional_midcap,2020,2021,2022-02-25,2022-02-26,,,,,,,,,price series does not cover the trade window (delisted or reassigned ticker)
IBTX,0001564618,Independent Bank Group,regional_midcap,2021,2022,2023-02-21,2023-02-22,,,,,,,,,price series does not cover the trade window (delisted or reassigned ticker)
IBTX,0001564618,Independent Bank Group,regional_midcap,2022,2023,2024-02-20,2024-02-21,,,,,,,,,price series does not cover the trade window (delisted or reassigned ticker)
HOMB,0001331520,Home BancShares,regional_midcap,2019,2020,2021-02-26,2021-02-27,0.0731,0.0813,-0.1118,-0.0572,0.0621,0.0142,-0.1266,-0.1968,
HOMB,0001331520,Home BancShares,regional_midcap,2020,2021,2022-02-24,2022-02-25,-0.0351,-0.0533,0.0324,0.0498,-0.0024,0.0852,0.1545,0.1959,
HOMB,0001331520,Home BancShares,regional_midcap,2021,2022,2023-02-24,2023-02-25,-0.0866,-0.0782,-0.0689,-0.0057,0.1961,0.2629,0.2004,0.1971,
HOMB,0001331520,Home BancShares,regional_midcap,2022,2023,2024-02-26,2024-02-27,0.0412,0.0073,0.1833,0.306,-0.009,-0.0111,-0.0182,-0.026,
FFIN,0000036029,First Financial Bankshares,regional_midcap,2019,2020,2021-02-22,2021-02-23,-0.0078,0.0895,0.0727,0.0415,0.0086,0.0189,0.0737,-0.0948,
FFIN,0000036029,First Financial Bankshares,regional_midcap,2020,2021,2022-02-22,2022-02-23,-0.0323,-0.1282,-0.0444,-0.1833,-0.0173,0.0192,0.0449,-0.0622,
FFIN,0000036029,First Financial Bankshares,regional_midcap,2021,2022,2023-02-23,2023-02-24,-0.1324,-0.278,-0.2195,-0.1499,0.1499,0.0713,0.0605,0.0444,
FFIN,0000036029,First Financial Bankshares,regional_midcap,2022,2023,2024-02-26,2024-02-27,0.0619,-0.0164,0.1773,0.2482,0.0117,-0.0349,-0.0242,-0.0837,
CVBF,0000354647,CVB Financial Corp,regional_midcap,2019,2020,2021-03-01,2021-03-02,0.0281,0.0406,-0.0494,0.0942,0.0165,-0.0471,-0.0505,0.0059,
CVBF,0000354647,CVB Financial Corp,regional_midcap,2020,2021,2022-03-01,2022-03-02,-0.0073,0.0595,0.1397,0.063,0.0489,0.1905,0.2769,0.2198,
CVBF,0000354647,CVB Financial Corp,regional_midcap,2021,2022,2023-02-28,2023-03-01,-0.3198,-0.4952,-0.2554,-0.2674,-0.0355,-0.1374,0.0069,-0.0727,
CVBF,0000354647,CVB Financial Corp,regional_midcap,2022,2023,2024-02-28,2024-02-29,0.0241,-0.0377,0.1034,0.1975,-0.008,-0.0463,-0.1086,-0.0659,
SFBS,0001430723,ServisFirst Bancshares,regional_midcap,2019,2020,2021-02-26,2021-02-27,0.2176,0.3602,0.4544,0.725,0.2066,0.2931,0.4395,0.5854,
SFBS,0001430723,ServisFirst Bancshares,regional_midcap,2020,2021,2022-02-25,2022-02-26,0.0903,-0.0528,-0.0205,-0.1563,0.1106,0.0774,0.1204,-0.0001,
SFBS,0001430723,ServisFirst Bancshares,regional_midcap,2021,2022,2023-02-28,2023-03-01,-0.2587,-0.4437,-0.2252,-0.1251,0.0255,-0.0859,0.037,0.0695,
SFBS,0001430723,ServisFirst Bancshares,regional_midcap,2022,2023,2024-03-01,2024-03-02,0.0289,-0.0174,0.2966,0.4233,0.0065,-0.0338,0.0775,0.1732,
INDB,0000776901,Independent Bank Corp,regional_midcap,2019,2020,2021-02-26,2021-02-27,-0.0287,-0.0659,-0.0992,0.003,-0.0398,-0.133,-0.1141,-0.1367,
INDB,0000776901,Independent Bank Corp,regional_midcap,2020,2021,2022-02-28,2022-03-01,0.0241,0.0249,-0.022,-0.0277,0.0197,0.1052,0.0699,0.1024,
INDB,0000776901,Independent Bank Corp,regional_midcap,2021,2022,2023-02-28,2023-03-01,-0.1621,-0.4339,-0.2994,-0.3255,0.1222,-0.0761,-0.0371,-0.1308,
INDB,0000776901,Independent Bank Corp,regional_midcap,2022,2023,2024-02-28,2024-02-29,-0.0156,-0.0228,0.2376,0.299,-0.0477,-0.0314,0.0256,0.0355,
JPM,0000019617,JPMorgan Chase & Co.,megabank_control,2019,2020,2021-02-23,2021-02-24,-0.0046,0.0623,0.0408,-0.0066,0.0136,0.0471,0.0661,-0.0898,
JPM,0000019617,JPMorgan Chase & Co.,megabank_control,2020,2021,2022-02-22,2022-02-23,-0.0538,-0.1439,-0.2085,-0.0209,-0.0388,0.0035,-0.1192,0.1002,
JPM,0000019617,JPMorgan Chase & Co.,megabank_control,2021,2022,2023-02-21,2023-02-22,-0.0846,-0.0065,0.0793,0.3658,0.222,0.3228,0.3545,0.5592,
JPM,0000019617,JPMorgan Chase & Co.,megabank_control,2022,2023,2024-02-16,2024-02-17,0.0924,0.0945,0.2072,0.5038,0.0742,0.0423,0.0618,0.1946,
BAC,0000070858,Bank of America Corp,megabank_control,2019,2020,2021-02-24,2021-02-25,0.0819,0.1759,0.1839,0.2368,0.0501,0.1138,0.1696,0.1408,
BAC,0000070858,Bank of America Corp,megabank_control,2020,2021,2022-02-22,2022-02-23,-0.0335,-0.2,-0.2209,-0.2183,-0.0184,-0.0526,-0.1316,-0.0972,
BAC,0000070858,Bank of America Corp,megabank_control,2021,2022,2023-02-22,2023-02-23,-0.2027,-0.1745,-0.1525,0.0116,0.0857,0.1693,0.1223,0.2157,
BAC,0000070858,Bank of America Corp,megabank_control,2022,2023,2024-02-20,2024-02-21,0.1209,0.1848,0.165,0.3529,0.0808,0.1242,0.0052,0.0445,
WFC,0000072971,Wells Fargo & Co,megabank_control,2019,2020,2021-02-23,2021-02-24,0.0264,0.2063,0.2713,0.4301,0.0446,0.1912,0.2965,0.3469,
WFC,0000072971,Wells Fargo & Co,megabank_control,2020,2021,2022-02-22,2022-02-23,-0.0486,-0.1932,-0.1623,-0.1139,-0.0335,-0.0458,-0.0731,0.0072,
WFC,0000072971,Wells Fargo & Co,megabank_control,2021,2022,2023-02-21,2023-02-22,-0.2043,-0.0973,-0.0814,0.208,0.1023,0.2319,0.1938,0.4014,
WFC,0000072971,Wells Fargo & Co,megabank_control,2022,2023,2024-02-20,2024-02-21,0.0986,0.1738,0.0673,0.502,0.0585,0.1131,-0.0925,0.1937,
C,0000831001,Citigroup Inc,megabank_control,2019,2020,2021-02-26,2021-02-27,0.0492,0.1397,0.0648,-0.1228,0.0381,0.0726,0.0499,-0.2625,
C,0000831001,Citigroup Inc,megabank_control,2020,2021,2022-02-28,2022-03-01,-0.0618,-0.079,-0.1453,-0.0857,-0.0662,0.0013,-0.0534,0.0444,
C,0000831001,Citigroup Inc,megabank_control,2021,2022,2023-02-27,2023-02-28,-0.0935,-0.1085,-0.1583,0.1449,0.1803,0.2328,0.103,0.3355,
C,0000831001,Citigroup Inc,megabank_control,2022,2023,2024-02-23,2024-02-24,0.1138,0.1585,0.1367,0.4739,0.0884,0.1186,-0.0916,0.143,
GS,0000886982,Goldman Sachs Group,megabank_control,2019,2020,2021-02-22,2021-02-23,0.0336,0.1583,0.2668,0.0974,0.05,0.0877,0.2679,-0.0388,
GS,0000886982,Goldman Sachs Group,megabank_control,2020,2021,2022-02-25,2022-02-26,0.0011,-0.0316,-0.0098,0.0487,0.0214,0.0986,0.1311,0.2049,
GS,0000886982,Goldman Sachs Group,megabank_control,2021,2022,2023-02-24,2023-02-25,-0.1226,-0.0852,-0.095,0.1176,0.1601,0.2559,0.1744,0.3204,
GS,0000886982,Goldman Sachs Group,megabank_control,2022,2023,2024-02-28,2024-02-29,0.0629,0.1643,0.3191,0.5267,0.0308,0.1556,0.1071,0.2632,
MS,0000895421,Morgan Stanley,megabank_control,2019,2020,2021-02-26,2021-02-27,-0.0009,0.1538,0.3476,0.1758,-0.012,0.0867,0.3327,0.0361,
MS,0000895421,Morgan Stanley,megabank_control,2020,2021,2022-02-24,2022-02-25,-0.0347,-0.0933,-0.0652,0.0577,-0.0019,0.0452,0.0569,0.2038,
MS,0000895421,Morgan Stanley,megabank_control,2021,2022,2023-02-24,2023-02-25,-0.1222,-0.1249,-0.1117,-0.0741,0.1605,0.2162,0.1577,0.1287,
MS,0000895421,Morgan Stanley,megabank_control,2022,2023,2024-02-22,2024-02-23,0.053,0.1535,0.1988,0.5644,0.0309,0.1278,-0.027,0.248,
USB,0000036104,U.S. Bancorp,megabank_control,2019,2020,2021-02-23,2021-02-24,0.0394,0.1381,0.0919,0.1062,0.0576,0.123,0.1172,0.023,
USB,0000036104,U.S. Bancorp,megabank_control,2020,2021,2022-02-22,2022-02-23,-0.0106,-0.0917,-0.1519,-0.1241,0.0045,0.0557,-0.0626,-0.003,
USB,0000036104,U.S. Bancorp,megabank_control,2021,2022,2023-02-27,2023-02-28,-0.2411,-0.349,-0.2138,-0.0718,0.0327,-0.0077,0.0475,0.1188,
USB,0000036104,U.S. Bancorp,megabank_control,2022,2023,2024-02-20,2024-02-21,0.0889,0.0203,0.0963,0.169,0.0488,-0.0404,-0.0635,-0.1393,
BK,0001390777,Bank of New York Mellon,megabank_control,2019,2020,2021-02-25,2021-02-26,,,,,,,,,price series does not cover the trade window (delisted or reassigned ticker)
BK,0001390777,Bank of New York Mellon,megabank_control,2020,2021,2022-02-25,2022-02-26,,,,,,,,,price series does not cover the trade window (delisted or reassigned ticker)
BK,0001390777,Bank of New York Mellon,megabank_control,2021,2022,2023-02-27,2023-02-28,,,,,,,,,price series does not cover the trade window (delisted or reassigned ticker)
BK,0001390777,Bank of New York Mellon,megabank_control,2022,2023,2024-02-28,2024-02-29,,,,,,,,,price series does not cover the trade window (delisted or reassigned ticker)
STT,0000093751,State Street Corp,megabank_control,2019,2020,2021-02-19,2021-02-20,0.0794,0.1799,0.1852,0.3022,0.0799,0.0916,0.1867,0.1488,
STT,0000093751,State Street Corp,megabank_control,2020,2021,2022-02-17,2022-02-18,-0.0328,-0.273,-0.2295,-0.0245,-0.0213,-0.0926,-0.1266,0.1199,
STT,0000093751,State Street Corp,megabank_control,2021,2022,2023-02-16,2023-02-17,-0.1661,-0.2546,-0.2545,-0.1869,0.0988,0.1198,0.0296,0.0268,
STT,0000093751,State Street Corp,megabank_control,2022,2023,2024-02-15,2024-02-16,0.0018,0.0859,0.1383,0.4232,0.0222,0.0266,-0.0199,0.0895,
COF,0000927628,Capital One Financial,megabank_control,2019,2020,2021-02-25,2021-02-26,0.0524,0.3496,0.4423,0.3006,0.0306,0.2437,0.4209,0.127,
COF,0000927628,Capital One Financial,megabank_control,2020,2021,2022-02-25,2022-02-26,-0.1147,-0.1706,-0.2929,-0.276,-0.0943,-0.0404,-0.152,-0.1198,
COF,0000927628,Capital One Financial,megabank_control,2021,2022,2023-02-24,2023-02-25,-0.1643,-0.0502,-0.0568,0.2908,0.1184,0.2909,0.2126,0.4936,
COF,0000927628,Capital One Financial,megabank_control,2022,2023,2024-02-23,2024-02-24,0.0471,0.0276,0.0689,0.4866,0.0217,-0.0123,-0.1593,0.1557,
